Record Length,2000,Points,-31.99999992E-6,417.000025511E-3,
Sample Interval,31.99999909E-9,s,-31.96800026E-6,417.000025511E-3,
Trigger Point,1.0000001E3,Samples,-31.93600060E-6,417.000025511E-3,
,,,-31.90400093E-6,417.000025511E-3,
,,,-31.87200127E-6,417.000025511E-3,
,,,-31.84000161E-6,417.000025511E-3,
Source,CH1,,-31.80799831E-6,417.000025511E-3,
Vertical Units,V,,-31.77599865E-6,417.000025511E-3,
Vertical Scale,50.00000237E-3,,-31.74399899E-6,417.000025511E-3,
Vertical Offset,0,,-31.71199933E-6,417.000025511E-3,
Horizontal Units,s,,-31.67999967E-6,417.000025511E-3,
Horizontal Scale,6.39999982E-6,,-31.64800000E-6,417.000025511E-3,
Pt Fmt,Y,,-31.61600034E-6,417.000025511E-3,
Yzero,-3.30000000,,-31.58400068E-6,417.000025511E-3,
,,,-31.55200102E-6,417.000025511E-3,
,,,-31.52000136E-6,417.000025511E-3,
Note,TBS1102C - 11:34:41   29-Oct-24,,-31.48800170E-6,417.000025511E-3,
,,,-31.45599840E-6,417.000025511E-3,
,,,-31.42399873E-6,417.000025511E-3,
,,,-31.39199907E-6,417.000025511E-3,
,,,-31.35999941E-6,417.000025511E-3,
,,,-31.32799975E-6,417.000025511E-3,
,,,-31.29600009E-6,417.000025511E-3,
,,,-31.26400043E-6,417.000025511E-3,
,,,-31.23200077E-6,417.000025511E-3,
,,,-31.20000110E-6,417.000025511E-3,
,,,-31.16800144E-6,417.000025511E-3,
,,,-31.13599814E-6,417.000025511E-3,
,,,-31.10399848E-6,417.000025511E-3,
,,,-31.07199882E-6,417.000025511E-3,
,,,-31.03999916E-6,417.000025511E-3,
,,,-31.00799950E-6,417.000025511E-3,
,,,-30.97599983E-6,417.000025511E-3,
,,,-30.94400017E-6,417.000025511E-3,
,,,-30.91200051E-6,417.000025511E-3,
,,,-30.88000085E-6,417.000025511E-3,
,,,-30.84800119E-6,417.000025511E-3,
,,,-30.81600153E-6,417.000025511E-3,
,,,-30.78399823E-6,417.000025511E-3,
,,,-30.75199857E-6,417.000025511E-3,
,,,-30.71999890E-6,417.000025511E-3,
,,,-30.68799924E-6,417.000025511E-3,
,,,-30.65599958E-6,417.000025511E-3,
,,,-30.62399992E-6,417.000025511E-3,
,,,-30.59200026E-6,417.000025511E-3,
,,,-30.56000060E-6,417.000025511E-3,
,,,-30.52800093E-6,417.000025511E-3,
,,,-30.49599945E-6,417.000025511E-3,
,,,-30.46399979E-6,417.000025511E-3,
,,,-30.43200013E-6,417.000025511E-3,
,,,-30.40000047E-6,417.000025511E-3,
,,,-30.36800081E-6,417.000025511E-3,
,,,-30.33599933E-6,417.000025511E-3,
,,,-30.30399967E-6,417.000025511E-3,
,,,-30.27200000E-6,417.000025511E-3,
,,,-30.24000034E-6,417.000025511E-3,
,,,-30.20800068E-6,417.000025511E-3,
,,,-30.17599920E-6,417.000025511E-3,
,,,-30.14399954E-6,417.000025511E-3,
,,,-30.11199988E-6,417.000025511E-3,
,,,-30.08000022E-6,417.000025511E-3,
,,,-30.04800055E-6,417.000025511E-3,
,,,-30.01599907E-6,417.000025511E-3,
,,,-29.98399941E-6,417.000025511E-3,
,,,-29.95199975E-6,417.000025511E-3,
,,,-29.92000009E-6,417.000025511E-3,
,,,-29.88800043E-6,417.000025511E-3,
,,,-29.85600076E-6,417.000025511E-3,
,,,-29.82399928E-6,417.000025511E-3,
,,,-29.79199962E-6,417.000025511E-3,
,,,-29.75999996E-6,417.000025511E-3,
,,,-29.72800030E-6,417.000025511E-3,
,,,-29.69600064E-6,417.000025511E-3,
,,,-29.66399916E-6,417.000025511E-3,
,,,-29.63199950E-6,417.000025511E-3,
,,,-29.59999983E-6,417.000025511E-3,
,,,-29.56800017E-6,417.000025511E-3,
,,,-29.53600051E-6,417.000025511E-3,
,,,-29.50400085E-6,417.000025511E-3,
,,,-29.47199937E-6,417.000025511E-3,
,,,-29.43999971E-6,417.000025511E-3,
,,,-29.40800005E-6,417.000025511E-3,
,,,-29.37600038E-6,417.000025511E-3,
,,,-29.34400072E-6,417.000025511E-3,
,,,-29.31199924E-6,417.000025511E-3,
,,,-29.27999958E-6,417.000025511E-3,
,,,-29.24799992E-6,417.000025511E-3,
,,,-29.21600026E-6,417.000025511E-3,
,,,-29.18400060E-6,417.000025511E-3,
,,,-29.15199912E-6,417.000025511E-3,
,,,-29.11999945E-6,417.000025511E-3,
,,,-29.08799979E-6,417.000025511E-3,
,,,-29.05600013E-6,417.000025511E-3,
,,,-29.02400047E-6,417.000025511E-3,
,,,-28.99200081E-6,417.000025511E-3,
,,,-28.95999933E-6,417.000025511E-3,
,,,-28.92799967E-6,417.000025511E-3,
,,,-28.89600000E-6,417.000025511E-3,
,,,-28.86400034E-6,417.000025511E-3,
,,,-28.83200068E-6,417.000025511E-3,
,,,-28.79999920E-6,417.000025511E-3,
,,,-28.76799954E-6,417.000025511E-3,
,,,-28.73599988E-6,417.000025511E-3,
,,,-28.70400021E-6,417.000025511E-3,
,,,-28.67200055E-6,417.000025511E-3,
,,,-28.64000089E-6,417.000025511E-3,
,,,-28.60799941E-6,417.000025511E-3,
,,,-28.57599975E-6,417.000025511E-3,
,,,-28.54400009E-6,417.000025511E-3,
,,,-28.51200043E-6,417.000025511E-3,
