Record Length,Analog:7000
Sample Interval,CH1:0.0000040000000 CH2:0.0000040000000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:0.50 CH2:0.50,,,
Vertical Offset,CH1:-0.06000 CH2:0.00,,,
Horizontal Units,us,,,
Horizontal Scale,2000.0000000000,,,
Model Number,T3DSO1204 ,,,
Serial Number,T0101C19080606,,,
Software Version,8.1.6.1.26,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00000000000,-1.68000,-1.56000
 0.00000400000,-1.66000,-1.56000
 0.00000800000,-1.66000,-1.54000
 0.00001200000,-1.66000,-1.56000
 0.00001600000,-1.66000,-1.56000
 0.00002000000,-1.66000,-1.56000
 0.00002400000,-1.66000,-1.54000
 0.00002800000,-1.66000,-1.54000
 0.00003200000,-1.66000,-1.56000
 0.00003600000,-1.68000,-1.56000
 0.00004000000,-1.70000,-1.56000
 0.00004400000,-1.66000,-1.56000
 0.00004800000,-1.68000,-1.56000
 0.00005200000,-1.68000,-1.56000
 0.00005600000,-1.70000,-1.56000
 0.00006000000,-1.68000,-1.56000
 0.00006400000,-1.68000,-1.56000
 0.00006800000,-1.68000,-1.56000
 0.00007200000,-1.70000,-1.56000
 0.00007600000,-1.68000,-1.54000
 0.00008000000,-1.68000,-1.56000
 0.00008400000,-1.68000,-1.56000
 0.00008800000,-1.68000,-1.58000
 0.00009200000,-1.68000,-1.58000
 0.00009600000,-1.70000,-1.56000
 0.00010000000,-1.68000,-1.58000
 0.00010400000,-1.68000,-1.58000
 0.00010800000,-1.68000,-1.58000
 0.00011200000,-1.68000,-1.58000
 0.00011600000,-1.68000,-1.58000
 0.00012000000,-1.70000,-1.56000
 0.00012400000,-1.68000,-1.58000
 0.00012800000,-1.68000,-1.56000
 0.00013200000,-1.68000,-1.56000
 0.00013600000,-1.68000,-1.56000
 0.00014000000,-1.68000,-1.56000
 0.00014400000,-1.68000,-1.58000
 0.00014800000,-1.68000,-1.58000
 0.00015200000,-1.70000,-1.58000
 0.00015600000,-1.70000,-1.58000
 0.00016000000,-1.68000,-1.58000
 0.00016400000,-1.70000,-1.56000
 0.00016800000,-1.70000,-1.58000
 0.00017200000,-1.68000,-1.58000
 0.00017600000,-1.70000,-1.58000
 0.00018000000,-1.70000,-1.58000
 0.00018400000,-1.70000,-1.58000
 0.00018800000,-1.72000,-1.58000
 0.00019200000,-1.68000,-1.56000
 0.00019600000,-1.70000,-1.58000
 0.00020000000,-1.70000,-1.58000
 0.00020400000,-1.70000,-1.56000
 0.00020800000,-1.70000,-1.58000
 0.00021200000,-1.70000,-1.58000
 0.00021600000,-1.70000,-1.60000
 0.00022000000,-1.70000,-1.56000
 0.00022400000,-1.72000,-1.60000
 0.00022800000,-1.70000,-1.60000
 0.00023200000,-1.70000,-1.60000
 0.00023600000,-1.70000,-1.58000
 0.00024000000,-1.72000,-1.60000
 0.00024400000,-1.70000,-1.60000
 0.00024800000,-1.72000,-1.60000
 0.00025200000,-1.72000,-1.60000
 0.00025600000,-1.70000,-1.58000
 0.00026000000,-1.72000,-1.58000
 0.00026400000,-1.70000,-1.60000
 0.00026800000,-1.70000,-1.60000
 0.00027200000,-1.70000,-1.60000
 0.00027600000,-1.72000,-1.60000
 0.00028000000,-1.70000,-1.60000
 0.00028400000,-1.70000,-1.60000
 0.00028800000,-1.70000,-1.58000
 0.00029200000,-1.70000,-1.60000
 0.00029600000,-1.70000,-1.60000
 0.00030000000,-1.72000,-1.58000
 0.00030400000,-1.70000,-1.60000
 0.00030800000,-1.70000,-1.58000
 0.00031200000,-1.74000,-1.58000
 0.00031600000,-1.74000,-1.60000
 0.00032000000,-1.70000,-1.60000
 0.00032400000,-1.70000,-1.62000
 0.00032800000,-1.70000,-1.60000
 0.00033200000,-1.74000,-1.58000
 0.00033600000,-1.72000,-1.60000
 0.00034000000,-1.72000,-1.62000
 0.00034400000,-1.72000,-1.60000
 0.00034800000,-1.72000,-1.62000
 0.00035200000,-1.72000,-1.60000
 0.00035600000,-1.74000,-1.60000
 0.00036000000,-1.72000,-1.62000
 0.00036400000,-1.72000,-1.60000
 0.00036800000,-1.72000,-1.62000
 0.00037200000,-1.74000,-1.58000
 0.00037600000,-1.72000,-1.60000
 0.00038000000,-1.74000,-1.60000
 0.00038400000,-1.74000,-1.58000
 0.00038800000,-1.72000,-1.62000
 0.00039200000,-1.72000,-1.62000
 0.00039600000,-1.72000,-1.60000
 0.00040000000,-1.74000,-1.62000
 0.00040400000,-1.72000,-1.62000
 0.00040800000,-1.72000,-1.62000
 0.00041200000,-1.72000,-1.62000
 0.00041600000,-1.74000,-1.60000
 0.00042000000,-1.74000,-1.62000
 0.00042400000,-1.74000,-1.62000
 0.00042800000,-1.72000,-1.62000
 0.00043200000,-1.72000,-1.60000
 0.00043600000,-1.72000,-1.62000
 0.00044000000,-1.72000,-1.62000
 0.00044400000,-1.74000,-1.62000
 0.00044800000,-1.74000,-1.62000
 0.00045200000,-1.74000,-1.60000
 0.00045600000,-1.76000,-1.62000
 0.00046000000,-1.76000,-1.60000
 0.00046400000,-1.74000,-1.62000
 0.00046800000,-1.76000,-1.60000
 0.00047200000,-1.76000,-1.62000
 0.00047600000,-1.74000,-1.62000
 0.00048000000,-1.74000,-1.62000
 0.00048400000,-1.74000,-1.60000
 0.00048800000,-1.74000,-1.62000
 0.00049200000,-1.74000,-1.62000
 0.00049600000,-1.74000,-1.64000
 0.00050000000,-1.74000,-1.62000
 0.00050400000,-1.74000,-1.60000
 0.00050800000,-1.74000,-1.62000
 0.00051200000,-1.74000,-1.62000
 0.00051600000,-1.76000,-1.60000
 0.00052000000,-1.78000,-1.64000
 0.00052400000,-1.74000,-1.64000
 0.00052800000,-1.74000,-1.64000
 0.00053200000,-1.76000,-1.64000
 0.00053600000,-1.74000,-1.64000
 0.00054000000,-1.76000,-1.64000
 0.00054400000,-1.78000,-1.62000
 0.00054800000,-1.74000,-1.64000
 0.00055200000,-1.76000,-1.64000
 0.00055600000,-1.76000,-1.62000
 0.00056000000,-1.76000,-1.64000
 0.00056400000,-1.76000,-1.62000
 0.00056800000,-1.76000,-1.64000
 0.00057200000,-1.76000,-1.64000
 0.00057600000,-1.76000,-1.62000
 0.00058000000,-1.78000,-1.64000
 0.00058400000,-1.76000,-1.64000
 0.00058800000,-1.76000,-1.64000
 0.00059200000,-1.78000,-1.64000
 0.00059600000,-1.76000,-1.64000
 0.00060000000,-1.76000,-1.62000
 0.00060400000,-1.76000,-1.64000
 0.00060800000,-1.76000,-1.64000
 0.00061200000,-1.76000,-1.64000
 0.00061600000,-1.76000,-1.64000
 0.00062000000,-1.76000,-1.64000
 0.00062400000,-1.76000,-1.64000
 0.00062800000,-1.78000,-1.66000
 0.00063200000,-1.76000,-1.64000
 0.00063600000,-1.78000,-1.64000
 0.00064000000,-1.76000,-1.66000
 0.00064400000,-1.76000,-1.66000
 0.00064800000,-1.76000,-1.66000
 0.00065200000,-1.78000,-1.66000
 0.00065600000,-1.76000,-1.62000
 0.00066000000,-1.76000,-1.66000
 0.00066400000,-1.76000,-1.66000
 0.00066800000,-1.78000,-1.66000
 0.00067200000,-1.76000,-1.64000
 0.00067600000,-1.78000,-1.66000
 0.00068000000,-1.76000,-1.66000
 0.00068400000,-1.78000,-1.64000
 0.00068800000,-1.78000,-1.66000
 0.00069200000,-1.78000,-1.66000
 0.00069600000,-1.78000,-1.66000
 0.00070000000,-1.78000,-1.66000
 0.00070400000,-1.78000,-1.66000
 0.00070800000,-1.78000,-1.66000
 0.00071200000,-1.78000,-1.64000
 0.00071600000,-1.78000,-1.66000
 0.00072000000,-1.80000,-1.66000
 0.00072400000,-1.78000,-1.66000
 0.00072800000,-1.78000,-1.66000
 0.00073200000,-1.80000,-1.64000
 0.00073600000,-1.78000,-1.66000
 0.00074000000,-1.80000,-1.64000
 0.00074400000,-1.80000,-1.66000
 0.00074800000,-1.78000,-1.64000
 0.00075200000,-1.78000,-1.64000
 0.00075600000,-1.78000,-1.64000
 0.00076000000,-1.78000,-1.66000
 0.00076400000,-1.78000,-1.64000
 0.00076800000,-1.78000,-1.66000
 0.00077200000,-1.78000,-1.66000
 0.00077600000,-1.78000,-1.68000
 0.00078000000,-1.82000,-1.66000
 0.00078400000,-1.78000,-1.68000
 0.00078800000,-1.80000,-1.64000
 0.00079200000,-1.78000,-1.64000
 0.00079600000,-1.80000,-1.64000
 0.00080000000,-1.80000,-1.68000
 0.00080400000,-1.80000,-1.68000
 0.00080800000,-1.82000,-1.66000
 0.00081200000,-1.80000,-1.68000
 0.00081600000,-1.80000,-1.66000
 0.00082000000,-1.80000,-1.68000
 0.00082400000,-1.82000,-1.66000
 0.00082800000,-1.80000,-1.68000
 0.00083200000,-1.80000,-1.68000
 0.00083600000,-1.82000,-1.68000
 0.00084000000,-1.80000,-1.68000
 0.00084400000,-1.80000,-1.68000
 0.00084800000,-1.82000,-1.68000
 0.00085200000,-1.80000,-1.68000
 0.00085600000,-1.80000,-1.68000
 0.00086000000,-1.80000,-1.68000
 0.00086400000,-1.80000,-1.68000
 0.00086800000,-1.80000,-1.66000
 0.00087200000,-1.80000,-1.68000
 0.00087600000,-1.82000,-1.66000
 0.00088000000,-1.80000,-1.68000
 0.00088400000,-1.82000,-1.68000
 0.00088800000,-1.80000,-1.68000
 0.00089200000,-1.80000,-1.68000
 0.00089600000,-1.80000,-1.68000
 0.00090000000,-1.80000,-1.68000
 0.00090400000,-1.80000,-1.68000
 0.00090800000,-1.80000,-1.68000
 0.00091200000,-1.82000,-1.68000
 0.00091600000,-1.80000,-1.68000
 0.00092000000,-1.82000,-1.68000
 0.00092400000,-1.82000,-1.68000
 0.00092800000,-1.82000,-1.66000
 0.00093200000,-1.82000,-1.70000
 0.00093600000,-1.84000,-1.68000
 0.00094000000,-1.82000,-1.68000
 0.00094400000,-1.82000,-1.68000
 0.00094800000,-1.82000,-1.70000
 0.00095200000,-1.82000,-1.68000
 0.00095600000,-1.84000,-1.70000
 0.00096000000,-1.82000,-1.70000
 0.00096400000,-1.84000,-1.70000
 0.00096800000,-1.82000,-1.68000
 0.00097200000,-1.82000,-1.70000
 0.00097600000,-1.82000,-1.70000
 0.00098000000,-1.82000,-1.68000
 0.00098400000,-1.82000,-1.70000
 0.00098800000,-1.82000,-1.70000
 0.00099200000,-1.82000,-1.70000
 0.00099600000,-1.82000,-1.70000
 0.00100000000,-1.84000,-1.70000
 0.00100400000,-1.82000,-1.68000
 0.00100800000,-1.84000,-1.70000
 0.00101200000,-1.84000,-1.70000
 0.00101600000,-1.82000,-1.70000
 0.00102000000,-1.86000,-1.70000
 0.00102400000,-1.82000,-1.70000
 0.00102800000,-1.84000,-1.70000
 0.00103200000,-1.84000,-1.68000
 0.00103600000,-1.82000,-1.68000
 0.00104000000,-1.82000,-1.70000
 0.00104400000,-1.84000,-1.70000
 0.00104800000,-1.84000,-1.70000
 0.00105200000,-1.84000,-1.70000
 0.00105600000,-1.86000,-1.70000
 0.00106000000,-1.86000,-1.70000
 0.00106400000,-1.84000,-1.70000
 0.00106800000,-1.84000,-1.72000
 0.00107200000,-1.84000,-1.72000
 0.00107600000,-1.84000,-1.70000
 0.00108000000,-1.84000,-1.72000
 0.00108400000,-1.84000,-1.72000
 0.00108800000,-1.84000,-1.70000
 0.00109200000,-1.86000,-1.72000
 0.00109600000,-1.84000,-1.70000
 0.00110000000,-1.86000,-1.72000
 0.00110400000,-1.84000,-1.72000
 0.00110800000,-1.84000,-1.70000
 0.00111200000,-1.84000,-1.72000
 0.00111600000,-1.84000,-1.70000
 0.00112000000,-1.84000,-1.72000
 0.00112400000,-1.84000,-1.72000
 0.00112800000,-1.86000,-1.72000
 0.00113200000,-1.84000,-1.72000
 0.00113600000,-1.84000,-1.72000
 0.00114000000,-1.86000,-1.72000
 0.00114400000,-1.84000,-1.72000
 0.00114800000,-1.84000,-1.72000
 0.00115200000,-1.84000,-1.72000
 0.00115600000,-1.84000,-1.70000
 0.00116000000,-1.84000,-1.72000
 0.00116400000,-1.84000,-1.72000
 0.00116800000,-1.86000,-1.72000
 0.00117200000,-1.86000,-1.72000
 0.00117600000,-1.86000,-1.70000
 0.00118000000,-1.86000,-1.72000
 0.00118400000,-1.86000,-1.72000
 0.00118800000,-1.86000,-1.72000
 0.00119200000,-1.86000,-1.72000
 0.00119600000,-1.86000,-1.72000
 0.00120000000,-1.86000,-1.72000
 0.00120400000,-1.86000,-1.74000
 0.00120800000,-1.88000,-1.72000
 0.00121200000,-1.88000,-1.74000
 0.00121600000,-1.86000,-1.72000
 0.00122000000,-1.86000,-1.72000
 0.00122400000,-1.86000,-1.74000
 0.00122800000,-1.86000,-1.74000
 0.00123200000,-1.86000,-1.74000
 0.00123600000,-1.88000,-1.70000
 0.00124000000,-1.86000,-1.72000
 0.00124400000,-1.86000,-1.72000
 0.00124800000,-1.86000,-1.72000
 0.00125200000,-1.86000,-1.74000
 0.00125600000,-1.88000,-1.72000
 0.00126000000,-1.86000,-1.72000
 0.00126400000,-1.88000,-1.74000
 0.00126800000,-1.86000,-1.74000
 0.00127200000,-1.86000,-1.74000
 0.00127600000,-1.88000,-1.72000
 0.00128000000,-1.88000,-1.74000
 0.00128400000,-1.88000,-1.74000
 0.00128800000,-1.88000,-1.72000
 0.00129200000,-1.88000,-1.74000
 0.00129600000,-1.88000,-1.74000
 0.00130000000,-1.88000,-1.74000
 0.00130400000,-1.88000,-1.74000
 0.00130800000,-1.90000,-1.74000
 0.00131200000,-1.88000,-1.74000
 0.00131600000,-1.88000,-1.72000
 0.00132000000,-1.88000,-1.74000
 0.00132400000,-1.90000,-1.74000
 0.00132800000,-1.88000,-1.74000
 0.00133200000,-1.88000,-1.72000
 0.00133600000,-1.90000,-1.74000
 0.00134000000,-1.88000,-1.72000
 0.00134400000,-1.88000,-1.74000
 0.00134800000,-1.88000,-1.74000
 0.00135200000,-1.88000,-1.74000
 0.00135600000,-1.88000,-1.74000
 0.00136000000,-1.88000,-1.74000
 0.00136400000,-1.88000,-1.74000
 0.00136800000,-1.90000,-1.76000
 0.00137200000,-1.88000,-1.76000
 0.00137600000,-1.88000,-1.74000
 0.00138000000,-1.90000,-1.74000
 0.00138400000,-1.90000,-1.74000
 0.00138800000,-1.90000,-1.74000
 0.00139200000,-1.92000,-1.74000
 0.00139600000,-1.90000,-1.76000
 0.00140000000,-1.90000,-1.76000
 0.00140400000,-1.90000,-1.76000
 0.00140800000,-1.90000,-1.76000
 0.00141200000,-1.88000,-1.76000
