Record Length,Analog:2800
Sample Interval,CH1:0.0000099999997 CH2:0.0000099999997
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:1.00 CH2:1.00,,,
Vertical Offset,CH1:0.12000 CH2:-0.62000,,,
Horizontal Units,us,,,
Horizontal Scale,5000.0000000000,,,
Model Number,T3DSO1204 ,,,
Serial Number,T0101C19080606,,,
Software Version,8.1.6.1.26,,,
Source,CH1,CH2
Second,Volt,Volt
 0.04375000000,-4.20000,-3.66000
 0.04376000000,-4.16000,-3.66000
 0.04377000000,-4.20000,-3.66000
 0.04378000000,-4.16000,-3.70000
 0.04379000000,-4.20000,-3.66000
 0.04380000000,-4.20000,-3.70000
 0.04381000000,-4.20000,-3.66000
 0.04382000000,-4.20000,-3.70000
 0.04383000000,-4.20000,-3.62000
 0.04384000000,-4.20000,-3.62000
 0.04385000000,-4.16000,-3.66000
 0.04386000000,-4.16000,-3.62000
 0.04387000000,-4.16000,-3.62000
 0.04388000000,-4.16000,-3.62000
 0.04389000000,-4.16000,-3.66000
 0.04390000000,-4.12000,-3.66000
 0.04391000000,-4.12000,-3.66000
 0.04392000000,-4.16000,-3.62000
 0.04393000000,-4.12000,-3.66000
 0.04394000000,-4.12000,-3.62000
 0.04395000000,-4.16000,-3.62000
 0.04396000000,-4.12000,-3.62000
 0.04397000000,-4.08000,-3.62000
 0.04398000000,-4.08000,-3.62000
 0.04399000000,-4.08000,-3.58000
 0.04400000000,-4.12000,-3.58000
 0.04401000000,-4.12000,-3.58000
 0.04402000000,-4.12000,-3.58000
 0.04403000000,-4.12000,-3.58000
 0.04404000000,-4.08000,-3.58000
 0.04405000000,-4.08000,-3.62000
 0.04406000000,-4.12000,-3.58000
 0.04407000000,-4.04000,-3.58000
 0.04408000000,-4.08000,-3.54000
 0.04409000000,-4.04000,-3.54000
 0.04410000000,-4.08000,-3.58000
 0.04411000000,-4.08000,-3.54000
 0.04412000000,-4.04000,-3.54000
 0.04413000000,-4.04000,-3.54000
 0.04414000000,-4.08000,-3.54000
 0.04415000000,-4.08000,-3.58000
 0.04416000000,-4.04000,-3.58000
 0.04417000000,-4.04000,-3.54000
 0.04418000000,-4.04000,-3.54000
 0.04419000000,-4.04000,-3.58000
 0.04420000000,-4.04000,-3.54000
 0.04421000000,-4.00000,-3.50000
 0.04422000000,-4.04000,-3.50000
 0.04423000000,-4.00000,-3.54000
 0.04424000000,-4.04000,-3.50000
 0.04425000000,-4.04000,-3.50000
 0.04426000000,-4.04000,-3.50000
 0.04427000000,-4.00000,-3.50000
 0.04428000000,-3.96000,-3.50000
 0.04429000000,-4.00000,-3.50000
 0.04430000000,-4.00000,-3.54000
 0.04431000000,-4.00000,-3.50000
 0.04432000000,-4.00000,-3.50000
 0.04433000000,-4.00000,-3.46000
 0.04434000000,-4.00000,-3.46000
 0.04435000000,-3.96000,-3.50000
 0.04436000000,-3.96000,-3.50000
 0.04437000000,-3.96000,-3.50000
 0.04438000000,-3.96000,-3.46000
 0.04439000000,-3.96000,-3.46000
 0.04440000000,-3.92000,-3.50000
 0.04441000000,-3.96000,-3.46000
 0.04442000000,-3.96000,-3.46000
 0.04443000000,-3.96000,-3.50000
 0.04444000000,-3.96000,-3.46000
 0.04445000000,-3.96000,-3.42000
 0.04446000000,-3.92000,-3.42000
 0.04447000000,-3.96000,-3.42000
 0.04448000000,-3.92000,-3.42000
 0.04449000000,-3.92000,-3.46000
 0.04450000000,-3.88000,-3.42000
 0.04451000000,-3.88000,-3.46000
 0.04452000000,-3.92000,-3.42000
 0.04453000000,-3.88000,-3.42000
 0.04454000000,-3.88000,-3.46000
 0.04455000000,-3.92000,-3.42000
 0.04456000000,-3.88000,-3.42000
 0.04457000000,-3.88000,-3.46000
 0.04458000000,-3.88000,-3.38000
 0.04459000000,-3.88000,-3.38000
 0.04460000000,-3.88000,-3.38000
 0.04461000000,-3.88000,-3.42000
 0.04462000000,-3.88000,-3.38000
 0.04463000000,-3.88000,-3.38000
 0.04464000000,-3.88000,-3.38000
 0.04465000000,-3.84000,-3.42000
 0.04466000000,-3.84000,-3.38000
 0.04467000000,-3.84000,-3.38000
 0.04468000000,-3.84000,-3.38000
 0.04469000000,-3.80000,-3.38000
 0.04470000000,-3.84000,-3.38000
 0.04471000000,-3.80000,-3.38000
 0.04472000000,-3.84000,-3.34000
 0.04473000000,-3.84000,-3.34000
 0.04474000000,-3.84000,-3.34000
 0.04475000000,-3.84000,-3.34000
 0.04476000000,-3.80000,-3.34000
 0.04477000000,-3.80000,-3.34000
 0.04478000000,-3.76000,-3.34000
 0.04479000000,-3.80000,-3.34000
 0.04480000000,-3.80000,-3.38000
 0.04481000000,-3.80000,-3.34000
 0.04482000000,-3.80000,-3.30000
 0.04483000000,-3.76000,-3.30000
 0.04484000000,-3.76000,-3.30000
 0.04485000000,-3.80000,-3.30000
 0.04486000000,-3.80000,-3.34000
 0.04487000000,-3.76000,-3.34000
 0.04488000000,-3.76000,-3.30000
 0.04489000000,-3.76000,-3.30000
 0.04490000000,-3.72000,-3.30000
 0.04491000000,-3.76000,-3.30000
 0.04492000000,-3.72000,-3.30000
 0.04493000000,-3.72000,-3.34000
 0.04494000000,-3.72000,-3.26000
 0.04495000000,-3.72000,-3.34000
 0.04496000000,-3.72000,-3.30000
 0.04497000000,-3.72000,-3.26000
 0.04498000000,-3.72000,-3.26000
 0.04499000000,-3.76000,-3.26000
 0.04500000000,-3.68000,-3.26000
 0.04501000000,-3.72000,-3.26000
 0.04502000000,-3.72000,-3.26000
 0.04503000000,-3.72000,-3.26000
 0.04504000000,-3.68000,-3.30000
 0.04505000000,-3.72000,-3.26000
 0.04506000000,-3.68000,-3.26000
 0.04507000000,-3.64000,-3.22000
 0.04508000000,-3.64000,-3.22000
 0.04509000000,-3.64000,-3.26000
 0.04510000000,-3.68000,-3.22000
 0.04511000000,-3.64000,-3.22000
 0.04512000000,-3.64000,-3.22000
 0.04513000000,-3.68000,-3.22000
 0.04514000000,-3.64000,-3.22000
 0.04515000000,-3.68000,-3.22000
 0.04516000000,-3.68000,-3.22000
 0.04517000000,-3.68000,-3.22000
 0.04518000000,-3.68000,-3.22000
 0.04519000000,-3.64000,-3.22000
 0.04520000000,-3.64000,-3.18000
 0.04521000000,-3.60000,-3.18000
 0.04522000000,-3.60000,-3.22000
 0.04523000000,-3.64000,-3.18000
 0.04524000000,-3.64000,-3.18000
 0.04525000000,-3.60000,-3.18000
 0.04526000000,-3.60000,-3.18000
 0.04527000000,-3.64000,-3.18000
 0.04528000000,-3.64000,-3.22000
 0.04529000000,-3.60000,-3.18000
 0.04530000000,-3.56000,-3.18000
 0.04531000000,-3.56000,-3.18000
 0.04532000000,-3.60000,-3.18000
 0.04533000000,-3.56000,-3.18000
 0.04534000000,-3.56000,-3.14000
 0.04535000000,-3.56000,-3.14000
 0.04536000000,-3.60000,-3.14000
 0.04537000000,-3.56000,-3.14000
 0.04538000000,-3.56000,-3.14000
 0.04539000000,-3.56000,-3.14000
 0.04540000000,-3.52000,-3.14000
 0.04541000000,-3.56000,-3.18000
 0.04542000000,-3.56000,-3.18000
 0.04543000000,-3.56000,-3.14000
 0.04544000000,-3.56000,-3.10000
 0.04545000000,-3.52000,-3.10000
 0.04546000000,-3.56000,-3.10000
 0.04547000000,-3.52000,-3.10000
 0.04548000000,-3.52000,-3.10000
 0.04549000000,-3.52000,-3.14000
 0.04550000000,-3.52000,-3.10000
 0.04551000000,-3.52000,-3.10000
 0.04552000000,-3.48000,-3.14000
 0.04553000000,-3.52000,-3.10000
 0.04554000000,-3.52000,-3.10000
 0.04555000000,-3.48000,-3.14000
 0.04556000000,-3.52000,-3.10000
 0.04557000000,-3.48000,-3.06000
 0.04558000000,-3.52000,-3.06000
 0.04559000000,-3.48000,-3.06000
 0.04560000000,-3.44000,-3.06000
 0.04561000000,-3.48000,-3.06000
 0.04562000000,-3.48000,-3.06000
 0.04563000000,-3.44000,-3.06000
 0.04564000000,-3.48000,-3.10000
 0.04565000000,-3.48000,-3.06000
 0.04566000000,-3.48000,-3.06000
 0.04567000000,-3.48000,-3.06000
 0.04568000000,-3.44000,-3.06000
 0.04569000000,-3.44000,-3.06000
 0.04570000000,-3.44000,-3.02000
 0.04571000000,-3.44000,-3.02000
 0.04572000000,-3.40000,-3.02000
 0.04573000000,-3.44000,-3.02000
 0.04574000000,-3.40000,-3.06000
 0.04575000000,-3.44000,-3.02000
 0.04576000000,-3.40000,-3.02000
 0.04577000000,-3.40000,-3.02000
 0.04578000000,-3.40000,-3.02000
 0.04579000000,-3.40000,-3.02000
 0.04580000000,-3.36000,-2.98000
 0.04581000000,-3.36000,-2.98000
 0.04582000000,-3.36000,-2.98000
 0.04583000000,-3.40000,-2.98000
 0.04584000000,-3.36000,-3.02000
 0.04585000000,-3.40000,-2.98000
 0.04586000000,-3.40000,-2.98000
 0.04587000000,-3.36000,-2.98000
 0.04588000000,-3.40000,-2.98000
 0.04589000000,-3.36000,-2.98000
 0.04590000000,-3.40000,-2.98000
 0.04591000000,-3.36000,-2.98000
 0.04592000000,-3.32000,-3.02000
 0.04593000000,-3.32000,-2.98000
 0.04594000000,-3.32000,-2.98000
 0.04595000000,-3.36000,-2.94000
 0.04596000000,-3.32000,-2.94000
 0.04597000000,-3.36000,-2.94000
 0.04598000000,-3.36000,-2.94000
 0.04599000000,-3.36000,-2.94000
 0.04600000000,-3.36000,-2.94000
 0.04601000000,-3.32000,-2.94000
 0.04602000000,-3.32000,-2.94000
 0.04603000000,-3.32000,-2.98000
 0.04604000000,-3.32000,-2.94000
 0.04605000000,-3.32000,-2.94000
 0.04606000000,-3.32000,-2.94000
 0.04607000000,-3.32000,-2.90000
 0.04608000000,-3.32000,-2.90000
 0.04609000000,-3.32000,-2.94000
 0.04610000000,-3.28000,-2.90000
 0.04611000000,-3.24000,-2.94000
 0.04612000000,-3.24000,-2.94000
 0.04613000000,-3.28000,-2.90000
 0.04614000000,-3.28000,-2.90000
 0.04615000000,-3.28000,-2.90000
 0.04616000000,-3.28000,-2.90000
 0.04617000000,-3.28000,-2.90000
 0.04618000000,-3.28000,-2.90000
 0.04619000000,-3.24000,-2.90000
 0.04620000000,-3.24000,-2.90000
 0.04621000000,-3.20000,-2.86000
 0.04622000000,-3.24000,-2.86000
 0.04623000000,-3.24000,-2.86000
 0.04624000000,-3.20000,-2.86000
 0.04625000000,-3.24000,-2.90000
 0.04626000000,-3.24000,-2.86000
 0.04627000000,-3.20000,-2.86000
 0.04628000000,-3.20000,-2.86000
 0.04629000000,-3.24000,-2.90000
 0.04630000000,-3.20000,-2.86000
 0.04631000000,-3.20000,-2.86000
 0.04632000000,-3.16000,-2.82000
 0.04633000000,-3.16000,-2.82000
 0.04634000000,-3.16000,-2.82000
 0.04635000000,-3.16000,-2.82000
 0.04636000000,-3.20000,-2.82000
 0.04637000000,-3.20000,-2.82000
 0.04638000000,-3.16000,-2.86000
 0.04639000000,-3.16000,-2.82000
 0.04640000000,-3.16000,-2.82000
 0.04641000000,-3.16000,-2.82000
 0.04642000000,-3.12000,-2.78000
 0.04643000000,-3.12000,-2.82000
 0.04644000000,-3.12000,-2.82000
 0.04645000000,-3.16000,-2.78000
 0.04646000000,-3.12000,-2.82000
 0.04647000000,-3.16000,-2.78000
 0.04648000000,-3.12000,-2.78000
 0.04649000000,-3.16000,-2.78000
 0.04650000000,-3.16000,-2.82000
 0.04651000000,-3.16000,-2.78000
 0.04652000000,-3.12000,-2.78000
 0.04653000000,-3.08000,-2.82000
 0.04654000000,-3.08000,-2.78000
 0.04655000000,-3.12000,-2.78000
 0.04656000000,-3.12000,-2.78000
 0.04657000000,-3.12000,-2.74000
 0.04658000000,-3.08000,-2.74000
 0.04659000000,-3.12000,-2.74000
 0.04660000000,-3.12000,-2.74000
 0.04661000000,-3.08000,-2.74000
 0.04662000000,-3.04000,-2.74000
 0.04663000000,-3.04000,-2.74000
 0.04664000000,-3.08000,-2.74000
 0.04665000000,-3.04000,-2.74000
 0.04666000000,-3.08000,-2.74000
 0.04667000000,-3.04000,-2.74000
 0.04668000000,-3.04000,-2.74000
 0.04669000000,-3.08000,-2.70000
 0.04670000000,-3.08000,-2.70000
 0.04671000000,-3.00000,-2.70000
 0.04672000000,-3.08000,-2.70000
 0.04673000000,-3.00000,-2.70000
 0.04674000000,-3.00000,-2.70000
 0.04675000000,-3.00000,-2.70000
 0.04676000000,-3.00000,-2.70000
 0.04677000000,-3.04000,-2.70000
 0.04678000000,-3.00000,-2.74000
 0.04679000000,-3.04000,-2.70000
 0.04680000000,-3.00000,-2.66000
 0.04681000000,-3.04000,-2.66000
 0.04682000000,-3.04000,-2.66000
 0.04683000000,-3.00000,-2.66000
 0.04684000000,-2.96000,-2.66000
 0.04685000000,-2.96000,-2.66000
 0.04686000000,-3.00000,-2.66000
 0.04687000000,-2.96000,-2.66000
 0.04688000000,-3.00000,-2.66000
 0.04689000000,-2.96000,-2.66000
 0.04690000000,-2.96000,-2.66000
 0.04691000000,-3.00000,-2.66000
 0.04692000000,-3.00000,-2.62000
 0.04693000000,-3.00000,-2.62000
 0.04694000000,-2.92000,-2.62000
 0.04695000000,-2.92000,-2.62000
 0.04696000000,-2.96000,-2.62000
 0.04697000000,-2.92000,-2.62000
 0.04698000000,-2.92000,-2.62000
 0.04699000000,-2.92000,-2.62000
 0.04700000000,-2.92000,-2.62000
 0.04701000000,-2.92000,-2.62000
 0.04702000000,-2.92000,-2.62000
 0.04703000000,-2.92000,-2.62000
 0.04704000000,-2.92000,-2.62000
 0.04705000000,-2.92000,-2.58000
 0.04706000000,-2.88000,-2.58000
 0.04707000000,-2.88000,-2.58000
 0.04708000000,-2.88000,-2.58000
 0.04709000000,-2.88000,-2.58000
 0.04710000000,-2.88000,-2.58000
 0.04711000000,-2.92000,-2.58000
 0.04712000000,-2.88000,-2.58000
 0.04713000000,-2.92000,-2.58000
 0.04714000000,-2.88000,-2.58000
 0.04715000000,-2.88000,-2.54000
 0.04716000000,-2.88000,-2.58000
 0.04717000000,-2.88000,-2.58000
 0.04718000000,-2.84000,-2.54000
 0.04719000000,-2.88000,-2.54000
 0.04720000000,-2.84000,-2.54000
 0.04721000000,-2.84000,-2.54000
 0.04722000000,-2.88000,-2.54000
 0.04723000000,-2.84000,-2.54000
 0.04724000000,-2.84000,-2.54000
 0.04725000000,-2.80000,-2.54000
 0.04726000000,-2.80000,-2.54000
 0.04727000000,-2.84000,-2.54000
 0.04728000000,-2.84000,-2.54000
 0.04729000000,-2.84000,-2.54000
 0.04730000000,-2.80000,-2.50000
 0.04731000000,-2.84000,-2.50000
 0.04732000000,-2.84000,-2.50000
 0.04733000000,-2.80000,-2.50000
 0.04734000000,-2.80000,-2.50000
 0.04735000000,-2.80000,-2.50000
 0.04736000000,-2.76000,-2.50000
 0.04737000000,-2.80000,-2.50000
 0.04738000000,-2.76000,-2.50000
 0.04739000000,-2.80000,-2.50000
 0.04740000000,-2.76000,-2.50000
 0.04741000000,-2.76000,-2.46000
 0.04742000000,-2.76000,-2.50000
 0.04743000000,-2.76000,-2.50000
 0.04744000000,-2.76000,-2.46000
 0.04745000000,-2.80000,-2.46000
 0.04746000000,-2.76000,-2.46000
 0.04747000000,-2.76000,-2.46000
 0.04748000000,-2.72000,-2.46000
 0.04749000000,-2.76000,-2.46000
 0.04750000000,-2.72000,-2.46000
 0.04751000000,-2.76000,-2.46000
 0.04752000000,-2.72000,-2.46000
 0.04753000000,-2.76000,-2.46000
 0.04754000000,-2.72000,-2.46000
 0.04755000000,-2.68000,-2.42000
 0.04756000000,-2.68000,-2.42000
 0.04757000000,-2.72000,-2.42000
 0.04758000000,-2.68000,-2.42000
 0.04759000000,-2.68000,-2.42000
 0.04760000000,-2.72000,-2.42000
 0.04761000000,-2.68000,-2.42000
 0.04762000000,-2.72000,-2.42000
 0.04763000000,-2.72000,-2.42000
 0.04764000000,-2.72000,-2.42000
 0.04765000000,-2.68000,-2.42000
 0.04766000000,-2.68000,-2.42000
 0.04767000000,-2.64000,-2.42000
 0.04768000000,-2.68000,-2.38000
 0.04769000000,-2.64000,-2.38000
 0.04770000000,-2.68000,-2.38000
 0.04771000000,-2.68000,-2.38000
 0.04772000000,-2.68000,-2.38000
 0.04773000000,-2.64000,-2.38000
 0.04774000000,-2.68000,-2.38000
 0.04775000000,-2.68000,-2.38000
 0.04776000000,-2.68000,-2.38000
 0.04777000000,-2.64000,-2.38000
 0.04778000000,-2.60000,-2.38000
 0.04779000000,-2.64000,-2.38000
 0.04780000000,-2.60000,-2.34000
 0.04781000000,-2.60000,-2.34000
 0.04782000000,-2.60000,-2.34000
 0.04783000000,-2.64000,-2.34000
 0.04784000000,-2.60000,-2.34000
 0.04785000000,-2.60000,-2.34000
 0.04786000000,-2.64000,-2.34000
 0.04787000000,-2.60000,-2.34000
 0.04788000000,-2.60000,-2.34000
 0.04789000000,-2.56000,-2.34000
 0.04790000000,-2.56000,-2.30000
 0.04791000000,-2.56000,-2.34000
 0.04792000000,-2.56000,-2.30000
 0.04793000000,-2.60000,-2.34000
 0.04794000000,-2.56000,-2.30000
 0.04795000000,-2.56000,-2.30000
 0.04796000000,-2.56000,-2.30000
 0.04797000000,-2.56000,-2.30000
 0.04798000000,-2.52000,-2.30000
 0.04799000000,-2.56000,-2.30000
 0.04800000000,-2.52000,-2.30000
 0.04801000000,-2.52000,-2.30000
 0.04802000000,-2.56000,-2.30000
 0.04803000000,-2.52000,-2.30000
 0.04804000000,-2.52000,-2.26000
 0.04805000000,-2.52000,-2.26000
 0.04806000000,-2.56000,-2.26000
 0.04807000000,-2.52000,-2.26000
 0.04808000000,-2.48000,-2.26000
 0.04809000000,-2.48000,-2.26000
 0.04810000000,-2.48000,-2.26000
 0.04811000000,-2.48000,-2.26000
 0.04812000000,-2.52000,-2.26000
 0.04813000000,-2.48000,-2.26000
 0.04814000000,-2.48000,-2.26000
 0.04815000000,-2.52000,-2.22000
 0.04816000000,-2.52000,-2.26000
 0.04817000000,-2.48000,-2.26000
 0.04818000000,-2.48000,-2.22000
 0.04819000000,-2.44000,-2.26000
 0.04820000000,-2.44000,-2.22000
 0.04821000000,-2.48000,-2.22000
 0.04822000000,-2.44000,-2.22000
 0.04823000000,-2.44000,-2.22000
 0.04824000000,-2.48000,-2.22000
 0.04825000000,-2.48000,-2.22000
 0.04826000000,-2.44000,-2.18000
 0.04827000000,-2.44000,-2.22000
 0.04828000000,-2.44000,-2.22000
 0.04829000000,-2.44000,-2.22000
 0.04830000000,-2.44000,-2.22000
 0.04831000000,-2.44000,-2.18000
 0.04832000000,-2.40000,-2.18000
 0.04833000000,-2.40000,-2.18000
 0.04834000000,-2.40000,-2.18000
 0.04835000000,-2.40000,-2.14000
 0.04836000000,-2.40000,-2.18000
 0.04837000000,-2.44000,-2.18000
 0.04838000000,-2.36000,-2.18000
 0.04839000000,-2.40000,-2.18000
 0.04840000000,-2.36000,-2.18000
 0.04841000000,-2.36000,-2.18000
 0.04842000000,-2.36000,-2.18000
 0.04843000000,-2.40000,-2.18000
 0.04844000000,-2.36000,-2.14000
 0.04845000000,-2.40000,-2.14000
 0.04846000000,-2.40000,-2.10000
 0.04847000000,-2.40000,-2.14000
 0.04848000000,-2.32000,-2.10000
 0.04849000000,-2.32000,-2.14000
 0.04850000000,-2.36000,-2.14000
 0.04851000000,-2.36000,-2.14000
 0.04852000000,-2.36000,-2.14000
 0.04853000000,-2.32000,-2.14000
 0.04854000000,-2.32000,-2.14000
 0.04855000000,-2.32000,-2.10000
 0.04856000000,-2.32000,-2.10000
 0.04857000000,-2.32000,-2.10000
 0.04858000000,-2.28000,-2.10000
 0.04859000000,-2.28000,-2.10000
 0.04860000000,-2.32000,-2.06000
 0.04861000000,-2.28000,-2.10000
 0.04862000000,-2.32000,-2.10000
 0.04863000000,-2.28000,-2.06000
 0.04864000000,-2.28000,-2.10000
